earthquake,2007103103,6
earthquake,2007103104,4
earthquake,2008022219,1
earthquake,2008032404,2
earthquake,2008041811,1
earthquake,2008072918,3
earthquake,2008072919,18
earthquake,2008073018,1
earthquake,2008090604,2
earthquake,2008090609,1
earthquake,2008101620,1
earthquake,2008102102,1
earthquake,2008111318,1
earthquake,2008111617,2
earthquake,2008111921,1
earthquake,2008112515,1
earthquake,2008120604,3
earthquake,2008120605,6
earthquake,2008120606,1
earthquake,2008120608,1
earthquake,2008121000,1
earthquake,2008121606,1
earthquake,2008121816,2
earthquake,2008122118,1
earthquake,2008122315,1
earthquake,2008122322,1
earthquake,2009010119,1
earthquake,2009010202,2
earthquake,2009010320,6
earthquake,2009010321,1
earthquake,2009010323,1
earthquake,2009010423,4
earthquake,2009010502,2
earthquake,2009010616,1
earthquake,2009010709,1
earthquake,2009010820,4
earthquake,2009010821,2
earthquake,2009010903,12
earthquake,2009010904,70
earthquake,2009010905,3
earthquake,2009010916,1
earthquake,2009011104,1
earthquake,2009011621,1
earthquake,2009011812,1
earthquake,2009011900,1
earthquake,2009011903,1
earthquake,2009011922,1
earthquake,2009012008,1
earthquake,2009012017,1
earthquake,2009012101,1
earthquake,2009012102,1
earthquake,2009012204,1
earthquake,2009012206,1
earthquake,2009012208,1
earthquake,2009012220,1
earthquake,2009012221,1
earthquake,2009012223,1
earthquake,2009012301,1
earthquake,2009012304,1
earthquake,2009012314,1
earthquake,2009012315,1
earthquake,2009012403,4
earthquake,2009012404,1
earthquake,2009013013,1
earthquake,2009013014,1
earthquake,2009013016,3
earthquake,2009013017,5
earthquake,2009013019,2
earthquake,2009013021,1
earthquake,2009013122,1
earthquake,2009020202,1
earthquake,2009020304,1
earthquake,2009020305,1
earthquake,2009020417,1
earthquake,2009020922,1
earthquake,2009021117,4
earthquake,2009021118,11
earthquake,2009021119,1
earthquake,2009021214,1
earthquake,2009021418,1
earthquake,2009021616,1
earthquake,2009021822,1
earthquake,2009021922,1
earthquake,2009022114,1
earthquake,2009022119,3
earthquake,2009022418,1
earthquake,2009022622,1
earthquake,2009022720,2
earthquake,2009022814,1
earthquake,2009022815,2
earthquake,2009030201,1
earthquake,2009030212,1
earthquake,2009030302,1
earthquake,2009030305,1
earthquake,2009030307,1
earthquake,2009030308,1
earthquake,2009030310,1
earthquake,2009030313,1
earthquake,2009030314,1
earthquake,2009030316,1
earthquake,2009030321,1
earthquake,2009030401,1
earthquake,2009030405,5
earthquake,2009030406,3
earthquake,2009030412,1
earthquake,2009030415,1
earthquake,2009030419,1
earthquake,2009030421,1
earthquake,2009030503,1
earthquake,2009030506,1
earthquake,2009030519,1
earthquake,2009030523,1
earthquake,2009030609,7
earthquake,2009030610,123
earthquake,2009030611,38
earthquake,2009030612,2
earthquake,2009030613,6
earthquake,2009030614,3
earthquake,2009030622,2
earthquake,2009030704,1
earthquake,2009030708,1
earthquake,2009030717,1
earthquake,2009030805,1
earthquake,2009030813,2
earthquake,2009030814,1
earthquake,2009030815,1
earthquake,2009030822,1
earthquake,2009030916,1
earthquake,2009030918,1
earthquake,2009031001,1
earthquake,2009031023,1
earthquake,2009031113,2
earthquake,2009031116,1
earthquake,2009031121,1
earthquake,2009031300,1
earthquake,2009031506,1
earthquake,2009031607,1
earthquake,2009031623,1
earthquake,2009031718,1
earthquake,2009031802,1
earthquake,2009031805,132
earthquake,2009031806,117
earthquake,2009031807,21
earthquake,2009031808,10
earthquake,2009031809,5
earthquake,2009031810,3
earthquake,2009031811,4
earthquake,2009031812,1
earthquake,2009031813,5
earthquake,2009031815,1
earthquake,2009031820,2
earthquake,2009031822,1
earthquake,2009031823,1
earthquake,2009031900,1
earthquake,2009031904,1
earthquake,2009031906,1
earthquake,2009031907,1
earthquake,2009031918,2
earthquake,2009031919,6
earthquake,2009031920,1
earthquake,2009031921,1
earthquake,2009032003,1
earthquake,2009032100,1
earthquake,2009032417,2
earthquake,2009032701,1
earthquake,2009033006,1
earthquake,2009033007,1
earthquake,2009033017,37
earthquake,2009033018,58
earthquake,2009033019,10
earthquake,2009033020,5
earthquake,2009033021,2
earthquake,2009033022,2
earthquake,2009033023,1
earthquake,2009033105,1
earthquake,2009033114,1
earthquake,2009040107,1
earthquake,2009040108,1
earthquake,2009040520,1
earthquake,2009040521,1
earthquake,2009040601,2
earthquake,2009040602,25
earthquake,2009040603,19
earthquake,2009040604,10
earthquake,2009040605,35
earthquake,2009040606,18
earthquake,2009040607,22
earthquake,2009040608,11
earthquake,2009040609,8
earthquake,2009040610,11
earthquake,2009040611,8
earthquake,2009040612,18
earthquake,2009040613,15
earthquake,2009040614,9
earthquake,2009040615,6
earthquake,2009040616,3
earthquake,2009040617,3
earthquake,2009040618,2
earthquake,2009040619,6
earthquake,2009040620,1
earthquake,2009040621,7
earthquake,2009040622,3
earthquake,2009040623,2
earthquake,2009040700,2
earthquake,2009040701,2
earthquake,2009040702,2
earthquake,2009040703,1
earthquake,2009040705,2
earthquake,2009040706,1
earthquake,2009040707,1
earthquake,2009040708,8
earthquake,2009040709,3
earthquake,2009040710,2
earthquake,2009040711,2
earthquake,2009040712,2
earthquake,2009040713,3
earthquake,2009040714,4
earthquake,2009040716,5
earthquake,2009040717,1
earthquake,2009040718,7
earthquake,2009040719,14
earthquake,2009040720,2
earthquake,2009040721,4
earthquake,2009040722,3
earthquake,2009040723,2
earthquake,2009040800,1
earthquake,2009040801,1
earthquake,2009040803,1
earthquake,2009040805,7
earthquake,2009040806,2
earthquake,2009040807,1
earthquake,2009040808,1
earthquake,2009040810,3
earthquake,2009040811,1
earthquake,2009040812,3
earthquake,2009040813,2
earthquake,2009040814,2
earthquake,2009040818,1
earthquake,2009040822,2
earthquake,2009040823,1
earthquake,2009040900,1
earthquake,2009040901,5
earthquake,2009040902,9
earthquake,2009040903,2
earthquake,2009040905,1
earthquake,2009040906,1
earthquake,2009040908,3
earthquake,2009040909,1
earthquake,2009040910,2
earthquake,2009040911,1
earthquake,2009040918,1
earthquake,2009040919,4
earthquake,2009040920,7
earthquake,2009040923,2
earthquake,2009041001,2
earthquake,2009041003,2
earthquake,2009041004,1
earthquake,2009041007,2
earthquake,2009041009,1
earthquake,2009041011,2
earthquake,2009041020,1
earthquake,2009041100,1
earthquake,2009041106,1
earthquake,2009041111,1
earthquake,2009041115,1
earthquake,2009041117,1
earthquake,2009041202,2
earthquake,2009041203,3
earthquake,2009041205,1
earthquake,2009041207,1
earthquake,2009041208,1
earthquake,2009041211,2
earthquake,2009041212,1
earthquake,2009041213,1
earthquake,2009041216,1
earthquake,2009041217,1
earthquake,2009041220,2
earthquake,2009041222,1
earthquake,2009041300,1
earthquake,2009041302,1
earthquake,2009041305,1
earthquake,2009041307,1
earthquake,2009041321,4
earthquake,2009041322,1
earthquake,2009041413,1
earthquake,2009041418,2
earthquake,2009041422,1
earthquake,2009041500,3
earthquake,2009041504,1
earthquake,2009041507,1
earthquake,2009041510,1
earthquake,2009041511,2
earthquake,2009041517,1
earthquake,2009041518,3
earthquake,2009041520,3
earthquake,2009041522,1
earthquake,2009041604,1
earthquake,2009041605,2
earthquake,2009041606,1
earthquake,2009041607,1
earthquake,2009041610,2
earthquake,2009041615,1
earthquake,2009041617,1
earthquake,2009041620,1
earthquake,2009041719,1
earthquake,2009041806,1
earthquake,2009041820,1
earthquake,2009041912,1
earthquake,2009041915,1
earthquake,2009042105,1
earthquake,2009042203,2
earthquake,2009042218,1
earthquake,2009042323,1
earthquake,2009042400,2
earthquake,2009042403,5
earthquake,2009042405,1
earthquake,2009042406,1
earthquake,2009042517,3
earthquake,2009042518,1
earthquake,2009042606,2
earthquake,2009042614,1
earthquake,2009042617,1
earthquake,2009042702,1
earthquake,2009042705,1
earthquake,2009042708,1
earthquake,2009042710,1
earthquake,2009042716,3
earthquake,2009042717,24
earthquake,2009042718,16
earthquake,2009042719,3
earthquake,2009042720,1
earthquake,2009042723,1
earthquake,2009042803,1
earthquake,2009042806,1
earthquake,2009042810,9
earthquake,2009042811,11
earthquake,2009042812,2
earthquake,2009042813,1
earthquake,2009042814,2
earthquake,2009042815,1
earthquake,2009042819,1
earthquake,2009042910,1
earthquake,2009042913,1
earthquake,2009042918,1
earthquake,2009042920,1
earthquake,2009042922,1
earthquake,2009043006,1
earthquake,2009043013,1
earthquake,2009050103,1
earthquake,2009050105,2
earthquake,2009050106,1
earthquake,2009050109,1
earthquake,2009050111,1
earthquake,2009050122,2
earthquake,2009050201,103
earthquake,2009050202,13
earthquake,2009050203,3
earthquake,2009050204,4
earthquake,2009050205,6
earthquake,2009050206,1
earthquake,2009050207,1
earthquake,2009050208,1
earthquake,2009050210,1
earthquake,2009050215,1
earthquake,2009050217,1
earthquake,2009050220,1
earthquake,2009050221,1
earthquake,2009050223,1
earthquake,2009050301,1
earthquake,2009050305,1
earthquake,2009050311,1
earthquake,2009050316,2
earthquake,2009050319,1
earthquake,2009050402,1
earthquake,2009050404,2
earthquake,2009050406,1
earthquake,2009050412,1
earthquake,2009050415,1
earthquake,2009050416,1
earthquake,2009050418,1
earthquake,2009050503,1
earthquake,2009050507,2
earthquake,2009050508,1
earthquake,2009050510,1
earthquake,2009050511,1
earthquake,2009050523,1
earthquake,2009050602,1
earthquake,2009050700,1
earthquake,2009050706,1
earthquake,2009050712,1
earthquake,2009050721,1
earthquake,2009050803,1
earthquake,2009050820,6
earthquake,2009050821,1
earthquake,2009050823,1
earthquake,2009050918,1
earthquake,2009050920,1
earthquake,2009051001,1
earthquake,2009051003,1
earthquake,2009051005,1
earthquake,2009051006,1
earthquake,2009051008,1
earthquake,2009051009,1
earthquake,2009051016,1
earthquake,2009051102,1
earthquake,2009051104,1
earthquake,2009051106,1
earthquake,2009051118,2
earthquake,2009051201,2
earthquake,2009051208,1
earthquake,2009051211,1
earthquake,2009051217,1
earthquake,2009051307,2
earthquake,2009051322,7
earthquake,2009051323,1
earthquake,2009051400,1
earthquake,2009051410,1
earthquake,2009051500,2
earthquake,2009051503,1
earthquake,2009051602,1
earthquake,2009051617,1
earthquake,2009051619,1
earthquake,2009051621,1
earthquake,2009051622,1
earthquake,2009051708,1
earthquake,2009051803,107
earthquake,2009051804,116
earthquake,2009051805,29
earthquake,2009051806,10
earthquake,2009051807,2
earthquake,2009051808,1
earthquake,2009051810,1
earthquake,2009051811,1
earthquake,2009051814,5
earthquake,2009051815,3
earthquake,2009051816,2
earthquake,2009051817,2
earthquake,2009051818,2
earthquake,2009051820,2
earthquake,2009051822,2
earthquake,2009051907,2
earthquake,2009051909,1
earthquake,2009051917,1
earthquake,2009051922,26
earthquake,2009051923,28
earthquake,2009052000,2
earthquake,2009052004,2
earthquake,2009052005,1
earthquake,2009052022,1
earthquake,2009052102,1
earthquake,2009052106,1
earthquake,2009052204,1
earthquake,2009052219,1
earthquake,2009052822,1
earthquake,2009052916,1
earthquake,2009052920,1
earthquake,2009052923,1
earthquake,2009053120,1
earthquake,2009060106,1
earthquake,2009060121,1
earthquake,2009060200,1
earthquake,2009060202,2
earthquake,2009060204,1
earthquake,2009060205,1
earthquake,2009060206,1
earthquake,2009060207,1
earthquake,2009060209,1
earthquake,2009060210,1
earthquake,2009060211,1
earthquake,2009060214,1
earthquake,2009060215,2
earthquake,2009060217,2
earthquake,2009060222,1
earthquake,2009060223,1
earthquake,2009060305,1
earthquake,2009060322,1
earthquake,2009060323,1
earthquake,2009060400,1
earthquake,2009060401,1
earthquake,2009060402,1
earthquake,2009060408,1
earthquake,2009060415,1
earthquake,2009060418,1
earthquake,2009060502,1
earthquake,2009060503,2
earthquake,2009060504,1
earthquake,2009060523,1
earthquake,2009060600,2
earthquake,2009060613,1
earthquake,2009060616,1
earthquake,2009060622,4
earthquake,2009061114,1
earthquake,2009061204,1
earthquake,2009061308,1
earthquake,2009061402,1
earthquake,2009061501,1
earthquake,2009061517,1
earthquake,2009061520,1
earthquake,2009061613,1
earthquake,2009061706,1
earthquake,2009061710,1
earthquake,2009061712,1
earthquake,2009061806,2
earthquake,2009061817,3
earthquake,2009061906,1
earthquake,2009061911,1
earthquake,2009061914,1
earthquake,2009061915,2
earthquake,2009061917,1
earthquake,2009062001,2
earthquake,2009062003,1
earthquake,2009062013,1
earthquake,2009062014,1
earthquake,2009062018,1
earthquake,2009062115,1
earthquake,2009062117,1
earthquake,2009062307,1
earthquake,2009062418,1
earthquake,2009062508,1
earthquake,2009062519,1
earthquake,2009062523,1
earthquake,2009062603,2
earthquake,2009062613,1
earthquake,2009062614,1
earthquake,2009062620,1
earthquake,2009062703,1
earthquake,2009062705,1
earthquake,2009062721,1
earthquake,2009062800,1
earthquake,2009062809,1
earthquake,2009062908,1
earthquake,2009062911,2
earthquake,2009062913,2
earthquake,2009062916,1
earthquake,2009062917,1
earthquake,2009062921,1
earthquake,2009063013,1
earthquake,2009063014,1
earthquake,2009063018,2
earthquake,2009070102,1
earthquake,2009070104,1
earthquake,2009070107,1
earthquake,2009070108,1
earthquake,2009070109,1
earthquake,2009070110,1
earthquake,2009070111,1
earthquake,2009070113,1
earthquake,2009070116,1
earthquake,2009070119,1
earthquake,2009070205,1
earthquake,2009070209,2
earthquake,2009070214,1
earthquake,2009070223,1
earthquake,2009070310,1
earthquake,2009070311,1
earthquake,2009070312,1
earthquake,2009070313,1
earthquake,2009070321,1
earthquake,2009070401,1
earthquake,2009070407,1
earthquake,2009070423,1
earthquake,2009070501,1
earthquake,2009070502,2
earthquake,2009070514,1
earthquake,2009070518,1
earthquake,2009070605,1
earthquake,2009070615,3
earthquake,2009070622,1
earthquake,2009070703,1
earthquake,2009070710,1
earthquake,2009070717,1
earthquake,2009070806,1
earthquake,2009070819,2
earthquake,2009070904,1
earthquake,2009070906,1
earthquake,2009070911,1
earthquake,2009070917,1
earthquake,2009071001,1
earthquake,2009071004,2
earthquake,2009071100,1
earthquake,2009071114,2
earthquake,2009071116,1
earthquake,2009071118,1
earthquake,2009071215,1
earthquake,2009071217,1
earthquake,2009071221,1
earthquake,2009071301,1
earthquake,2009071306,1
earthquake,2009071318,1
earthquake,2009071400,2
earthquake,2009071402,1
earthquake,2009071404,3
earthquake,2009071405,1
earthquake,2009071406,2
earthquake,2009071409,1
earthquake,2009071417,1
earthquake,2009071419,1
earthquake,2009071503,1
earthquake,2009071506,1
earthquake,2009071507,1
earthquake,2009071509,6
earthquake,2009071510,6
earthquake,2009071511,2
earthquake,2009071514,1
earthquake,2009071515,1
earthquake,2009071516,1
earthquake,2009071522,1
earthquake,2009071603,1
earthquake,2009071604,1
earthquake,2009071607,2
earthquake,2009071615,1
earthquake,2009071618,1
earthquake,2009071620,1
earthquake,2009071623,1
